CodGeo,Note,nbLsPls,nbLsMes,txVac,txVac3m,txRot,txLsCol,txLsInd,txLs1p,txLs2p,txLs3p,txLs4p,txLs5pp,txLsm30,txLs30a40,txLs40a60,txLs60a80,txLs80a100,txLs100a120,txLs120p,txLsAv49,txLs49a75,txLs76a88,txLs89a00,txLs01a13,txLsAp13,txLsPlai,txLsPlusAv77,txLsPlusAp77,txLsPls,txLsPli,moyLoy,q1Loy,medLoy,q3Loy
QP068007,0,169.0,,,,"9,4",,,,,"38,5","36,1","13,6",,,,"50,3","23,1",,,,"92,9",,,,,"18,9","54,4","15,4",,,"5,2","4,67","4,98","5,33"
QP068008,0,394.0,12.0,,,"10,3",84,16,,,"36,5","38,1","18,5",,,,"46,7","38,6","8,6",,,"70,3","10,9",,"10,7",,,"70,3","19,5",,,"5,08","4,31","5,36","5,69"
QP068009,0,505.0,,,,"9,4",,,"4,4","13,7","33,9","36,8","11,3",,3,"16,6","35,8","36,2","5,9",,,"83,2",,,,,,"83,2",,,,"5,11","4,32","4,68","5,62"
QP068010,0,306.0,,,,"7,9","96,4","3,6",,,"22,2","50,3","14,1",,,,"66,7",19,,,,"85,3","9,8",,,,,"94,1",,,,"4,8","4,57","4,77","4,92"
QP069001,0,520.0,26.0,,,"5,7","86,7","13,3",,,"34,8","41,9","13,1",,,"20,8","46,2","28,8",,,,"49,6","14,4",,"8,5","18,8",,"59,6","36,2",,,"4,9","4,23","4,74","5,78"
QP069002,0,654.0,,,,6,,,"5,7",11,"34,6","37,8",11,,"4,1","10,4",59,"22,8",,,,"30,3","60,4",,,,,"53,2",,,,6,"5,57","5,98","6,32"
QP069003,0,306.0,,,,"4,3",,,,"9,2","41,5","39,2",,,,"20,6","62,1",,,,,,"59,8",,,,,,,,,"5,45","5,21","5,43","5,66"
QP069004,0,737.0,,"1,9",,8,,,"2,3","12,6","38,1","34,5","12,5",,,"16,8","55,1","22,1","3,5",,,"46,8","35,4","15,5",,,,"53,3",,,,"5,23","4,85","5,11","5,34"
QP069005,0,281.0,,,,"4,4",,,,"17,4",42,"29,2",,,,"17,4","66,2","8,5",,,,"78,6",,,,,,"78,6","13,2",,,"5,73","5,26","5,52",6
QP069006,0,304.0,,"10,7","8,6","5,4","92,4","7,6",,"14,5","40,8","30,6",,,,"20,4","44,1","28,9",,,,,"67,1",,,,,,,,,"5,87","5,36","6,07","6,33"
QP069007,0,1094.0,36.0,"3,3",2,"6,1","97,8","2,2","2,2","17,7","40,2","31,5","8,3",,"5,8","38,3","41,7","10,5",,,"23,8",61,8,,,"3,3",,"92,6","5,4",,,"5,26","4,52","5,13","5,91"
QP069008,0,1687.0,,"3,4","2,5","6,9",,,,"14,3",33,40,,,,"17,2","45,6","33,7",,,"4,1","86,8","6,6",,,,,"91,8",,,,"4,92","4,53","4,8","5,24"
QP069009,0,698.0,,"2,8",,"10,9",,,"1,9","21,8","45,4","25,5","5,4",,"2,7","33,8","44,1","17,8",,,,"74,6",,,,,,90,,,,"5,16","4,72","5,13","5,46"
QP069010,0,1919.0,,"2,2","0,7","6,8",,,"18,4","28,8","29,3","15,1","8,4","15,8","2,6","53,2","21,2",6,,,,"91,2",,,,"4,6",,"91,2","3,6",,3,"6,68","5,93","6,36","7,07"
QP069011,0,1140.0,,"2,1","1,1","4,7",,,,"14,5","37,4","41,7",,,,"37,7","55,6","5,2",,,,82,,,"6,8","5,7","3,9","74,6","18,9",,,"6,16","5,31","6,21","6,89"
QP069012,0,1247.0,,"4,4","3,6","5,2",,,"7,9","10,1","40,3","32,2","9,5",,"5,5","12,2","58,9","19,8",,,,"72,8",,,,,,,,,,"4,57","4,31","4,58","4,74"
QP069013,0,325.0,,,,"10,9","96,6","3,4","4,6","26,8","27,1","29,5",12,,"6,2","31,4",28,"23,7","5,2",,"16,3","17,5","59,1",,,,"8,6","6,2","81,2",,,"6,21","5,98","6,32","6,65"
QP069014,0,566.0,,,,"3,1",,,"7,1","10,8",39,"29,2",14,,,"28,6","55,3","7,8",,,,"98,1",,,,,,"96,1",,,"1,9","5,31","4,97","5,19","5,52"
QP069015,0,6223.0,,"3,1",2,"4,4",,,"3,2","15,3","33,1","32,6","15,7",,"1,8","18,3","51,7","25,8","2,1",,,"89,6","2,4",,"2,3","4,9","0,9","87,7","6,7","3,4","1,3","4,88","4,23","4,69","5,29"
QP069016,0,2104.0,,"2,1","1,2","5,9",,,"5,7","14,4","38,9","30,9","10,1",,"7,7",26,"49,3","14,3",,,"1,1","78,9","8,6","3,9","3,4",4,,"82,6",11,,"4,6","5,94","5,22","5,94","6,6"
QP069017,0,482.0,,,,"5,8",,,6,"13,7","25,1","47,3","7,9",,,"13,7","56,2","24,1",,,,,,,,,,,,,,"5,5","4,13","5,87","6,51"
QP069018,0,5811.0,20.0,"1,8","0,9","8,5",,,"8,4","17,3","39,1","29,7","5,5","2,4","5,7","19,6","47,3","23,4","1,4","0,2",,"79,9","10,4",,3,"4,1","1,4",82,"10,3","4,6","1,7",5,"4,18","4,75","5,43"
QP069019,0,518.0,,"3,2",,"5,8","83,6","16,4","2,1","14,3","25,3","41,9","16,4",,,"15,3","40,2","33,2","7,5",,"36,3","29,5",,"14,5","15,1",,,,"68,9",,,"5,77","5,16","5,78","6,46"
QP069020,0,637.0,,,,"5,8",,,"2,4","26,7","30,9","32,2","7,8",,"2,5","47,6","8,6","39,2",,,,,,,,,,,,"69,4",,"5,42","4,46","5,51","6,12"
QP069021,0,404.0,,,,"5,1",,,,"34,4","23,5","27,2",,,,"35,9","42,3","12,6",,,,"74,3",,,,,,,,,,"5,64","5,14","5,81","5,92"
QP069022,0,878.0,,"2,6","1,4","4,3","98,3","1,7",,"14,7","39,9","34,6",,,,"38,8","45,6",12,,,"7,5","50,7","27,1",,,"10,5",3,"76,9","14,9","2,2","3,1","5,94","5,09","5,58","6,59"
QP069023,0,683.0,,,,"4,5","96,2","3,8",,"13,9","36,2","39,5",,,,"14,5","67,1","16,1",,,,"76,7","14,2",,,"5,4",,"76,1","19,3",,,"5,04","4,67","4,86","5,03"
QP069024,0,639.0,22.0,,,"6,8",,,"6,1","23,8","35,4","23,8",11,,"12,1",41,"31,9","10,5",,,"6,3","90,5",,,,,,"96,1",,,,"4,95","4,63","4,73","5,24"
QP069025,0,756.0,,,,"5,1",,,"5,8","21,3","35,1","29,6","8,2",,,"23,8","43,4","19,8","6,1",,,,"89,2",,,,,"47,5","41,4",,,"6,49","5,91","6,38","7,04"
QP069026,0,778.0,,"2,4","1,7","5,5",,,,"13,1","36,4","37,5",,,,"13,1","36,4","48,1",,,,,,,,,,,,,,"5,07","4,76","5,09","5,42"
QP069027,0,578.0,,6,3,"4,1",,,"3,5","13,3","32,4",41,"9,9",,,"13,3","55,5","27,3",,,,"78,4","13,8",,,,,"78,4",17,,,"5,42","4,47","5,04","6,11"
QP069028,0,4955.0,,"5,4","3,9","4,7",,,"3,4",13,"33,3","36,5","13,9","0,6","2,4","12,1","56,5",22,"5,9","0,4",,"95,9","1,8",,,"1,3",,"97,7","2,1",,,"5,15","4,56","5,19","5,58"
QP069029,0,62.0,,,,,,,,,,"72,6",,,,,,,,,,"64,5",,,,,,,"69,4",,,"6,5","5,71","6,5","6,69"
QP069030,0,386.0,,,,,,,"6,5","20,5","39,1","27,2","6,7",,"6,5","20,5","45,9","22,8",,,,"68,4",,,,,,"79,5",,,"11,4","5,34","4,85","5,24","5,54"
QP069031,0,2201.0,,"0,8",,4,,,"1,6",9,"32,3",36,"21,1",,,"10,5","40,7","47,3",,,,"97,8",,,,,,"99,1",,,,"4,62","4,2","4,57","4,89"
QP069032,0,481.0,,,,"3,5",,,"12,3","14,8","19,8","33,5","19,8",,11,,"52,6","25,6",,,,"79,2",,,,,,"79,2",,,,"5,51","4,92","5,23","5,9"
QP069033,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP069034,0,136.0,,,,,,,,"16,2","30,1","37,5",,,,"18,4","31,6","38,2",,,,"73,5",,,,,,"73,5",,,,"6,39","5,4","5,44","5,52"
QP069035,0,6428.0,14.0,"1,3","0,6","5,9",,,"0,5","31,6","38,8","23,1",6,,"16,8","50,8","25,2",7,,,"24,4",72,"1,9",,,"0,9",,"91,8","4,2","3,7",,"6,07","5,51","5,96","6,49"
QP069036,0,1154.0,,"1,1",,"4,1",,,"1,3","25,3","29,9","23,6","19,9",,"4,5","41,8","28,9","22,2","1,4",,,86,,,"5,5",7,,85,"12,5",,,"5,5","4,97","5,39","5,91"
QP069037,0,2768.0,66.0,"2,8","1,1","4,5",,,"7,9","17,6","29,5","31,9","13,1","5,7",5,"33,2","41,9","12,5","1,4","0,4",,"63,3",,,"21,4","9,4","0,9","61,4","28,9","8,2","0,5","6,1","5,54","5,86","6,32"
QP069038,0,655.0,,,,,,,"2,7","22,3","42,1","26,3","6,6",,"4,1","41,1","30,5","21,7",,,"84,1","11,1",,,,,,"92,1",,,,"5,41","4,87","5,34","5,91"
QP069039,0,801.0,,"1,8",,10,,,,"23,7","43,4","27,7",,,"20,8","57,7","17,7",,,,,"78,4","17,5",,,,,"77,5","10,4",10,,"5,39","4,77","5,17","5,94"
QP069040,0,274.0,,,,,,,"5,1","8,8","37,2",38,"10,9",,,"43,1","52,2",,,,,,,,,,,,,,,"5,23","4,99","5,19","5,44"
QP069041,0,377.0,,,,"5,1",,,,,"38,5","33,4","13,3",,,"12,5","38,5","42,4",,,,,,,,,,,,,,"5,29","4,87","5,1","5,5"
QP069042,0,355.0,,,,"5,3",,,"29,3","29,3","24,8","12,4","4,2","18,9","9,9","29,3","29,3","9,6",,,"66,2",,,"19,4",,,"11,8",,"67,3",,"17,7","6,35","5,77","6,23","6,87"
QP069043,0,58.0,,,,,,,,,19,"55,2",,,,,"43,1","36,2",,,,,,,"72,4",,,,"48,3",31,,"6,93","6,08","6,71","8,17"
QP070001,0,1174.0,,"7,6","6,8","11,8","91,8","8,2","2,6","18,7",36,"30,6","12,1",,"7,2","26,4",48,"16,4",,,,"90,2",,"7,8",,,,"89,5","8,8",,,"4,52","4,09","4,35","4,96"
QP070002,0,586.0,,"2,8",,"13,4","97,8","2,2","2,9","15,9","42,2","27,5","11,6",,"3,1","26,1",57,"10,9",,,,"82,8",15,,,,,"92,3",,,,"4,41","4,12","4,33","4,58"
QP070003,0,449.0,,3,"2,8","15,9",,,"2,4","14,9","28,1","48,1","6,5",,,"25,2","63,7","5,6",,,,"78,6",,,,,,"95,3",,,,"4,25",4,"4,25","4,45"
QP070004,0,601.0,,"4,4","3,1","12,1",96,4,"2,5","22,1","34,8",28,"12,6",,,"22,5","57,6","14,3","2,7",,,"70,2","25,5",,,,,"95,7",,,,"4,21","3,88","4,16","4,38"
QP070005,0,496.0,,"11,7","10,6","15,7",,,"4,8","18,8","39,1","26,8","10,5",,,"26,8","51,2","12,7","5,2",,,70,"21,4",,,4,,"91,3",,,,"4,45","4,07","4,38","4,78"
QP071001,0,1367.0,,"11,2","10,2",11,,,"7,1","16,8","42,1","30,9","3,1","5,3","8,9","35,4","42,8","6,8",,,,"82,5",,,"7,2","7,3",,"85,2","9,7",,,"5,22","4,89","5,2","5,67"
QP071002,0,483.0,,"36,6","36,1",,,,7,"8,3","31,5","32,3","20,9","6,8",,"36,4","31,1","22,8",,,,,,,,,,,,,,"4,71","4,06","4,82","5,1"
QP071003,0,2572.0,,"5,2","2,9","11,1",,,"2,1","17,1",35,"36,3","9,5",,"1,6","17,2","67,4","12,1","1,2",,,"81,5","17,5",,,,,"86,8","11,2","1,2",,"5,11","4,79","5,05","5,3"
QP071004,0,595.0,,,,"8,9",,,"6,1",15,"40,5","31,8","6,7",,,"16,3","57,6","19,8",,,,,"78,3","7,1","9,2","2,9",,"59,8","37,3",,,"4,57","4,01","4,48","4,99"
QP071005,0,982.0,,,,"10,2",,,,20,"39,5","35,9",,,,"52,6","37,6","5,3",,,,"83,7",,,"11,1","3,2",,"83,1",,,,"5,15","4,85","5,14","5,42"
QP071006,0,882.0,,,,"9,9","98,1","1,9","8,3","15,4","40,8",28,"7,5","4,1","3,7","14,5","56,8",19,,,,"66,1","30,3",,,,,88,,,,"4,74","4,27","4,71","5,17"
QP071007,0,731.0,21.0,,,"8,4",,,,"12,4","39,4","38,6",,,,"43,1","47,9","7,4",,,,"85,6",,,,"8,3",,"85,6","10,3",,,"5,11","4,87","4,98","5,29"
QP071008,0,729.0,,"17,5","14,2","12,4",,,"1,9","18,9","44,2","25,7","9,3",,,"18,9","63,6","15,4",,,,"86,7","6,9",,,,,"85,6",,,,"4,87","4,48","4,78","5,19"
QP071009,0,613.0,,"30,8","28,5","4,7","94,8","5,2","4,7","19,1","45,7","27,4","3,1",,"4,7","23,2","59,9","10,1",,,,"92,7",,,,,,"66,4","30,3",,,"5,23","4,91","5,18","5,57"
QP071010,0,386.0,,"11,6",8,"10,7","66,3","33,7",,"24,6","40,2","25,9",,,,35,"37,3","16,1","6,5",,"19,7","77,2",,,,,,"82,4","13,7",,,"5,37","5,19","5,38","5,75"
QP071011,0,676.0,,"14,5",12,"9,7","98,2","1,8","5,8","16,1","40,7","26,3","11,1",,"5,5",17,"58,1","17,8",,,,"88,6",,,,,,"85,4","10,7",,,"4,62","4,29","4,51","4,86"
QP071012,0,537.0,,"8,6","4,9","9,2","85,7","14,3","4,5",21,46,"25,3","3,2",,,"19,9","70,8","4,5",,,,"85,3",,,,,,"84,9","11,7",,,"4,66","3,78","4,95","5,17"
QP071013,0,315.0,,"15,3","13,1","9,2","26,3","73,7",,,,"34,3","42,2",,,,"20,3","47,6","22,9",,,"37,5",,"43,8","14,6",,,,"62,2",,,"5,41",5,"5,26","5,81"
QP072001,0,635.0,,"7,6","7,2",14,"93,1","6,9","8,5","20,2","35,1","30,7","5,5",,"8,2","22,4","55,7","9,3",,,,"71,8","16,1",,,,,75,,,,"4,85","4,36","4,75","5,13"
QP072002,0,2121.0,,"1,1","0,7","8,7","97,9","2,1","2,9","11,8","50,4","27,7","7,2",1,"2,4","22,5","50,4","21,5","1,4","0,8",,"90,6","1,8",,3,"3,8",,"90,5","8,3",,,"4,56","4,15","4,43","4,82"
QP072003,0,1899.0,,"2,5","0,9","11,5","98,5","1,5","3,7","14,6","39,3","33,1","9,3","1,9",,16,54,"22,6","4,1",,,"98,5",,,,,,,,,,"4,81","4,58","4,76","4,95"
QP072004,0,2761.0,,"0,5",,"10,1","98,2","1,8","5,1","29,4","41,5","16,3","7,7","2,4","5,5",47,"30,6","12,9",,,"2,2","65,9",25,"4,5","1,2","1,2",,"73,9","25,6",,,"5,1","4,49","5,07","5,61"
QP072005,0,3901.0,,1,,"11,1","98,6","1,4","2,4","19,5","35,6","34,6","7,8","0,5","1,9",19,"61,4",16,"0,8","0,4",,"97,2",,,2,,,"97,2","1,6",,"0,7","4,81","4,33","4,71","5,28"
QP072006,0,508.0,,,,"16,8","95,1","4,9",,"27,8",40,"25,8",,,"4,9","54,9","35,4",,,,,"86,4",,"8,1",,,,"86,4",,,,"5,52","5,21","5,37","5,74"
QP072007,0,570.0,,,,"12,2","96,7","3,3","2,1","16,5","61,4","16,5","3,5",,,"16,7",46,"34,2",,,,"82,3","8,8",,,"4,4",,"91,1",,,,"4,18","3,78","3,92","4,37"
QP073001,0,1424.0,14.0,"2,4","1,1","10,6",,,"6,9","20,2",39,"29,8","4,1","5,4",12,"37,7","40,7","3,3",,,"13,1",75,"4,2",,"4,4",,"3,6","81,6","13,9",,,"5,57","5,05","5,42","5,92"
QP073002,0,2478.0,55.0,"1,4",,"6,4",,,"10,7","16,8","28,5",33,11,"2,5","7,7","16,1","50,1","16,2","5,7","1,6",,"84,4","11,2",,,"3,7",,"81,7","15,5",,"1,4","4,79","4,22","4,55","5,14"
QP073003,0,395.0,,,,"4,6","91,4","8,6",,22,"36,5","30,1",,,,"36,7","44,6","9,9",,,,"70,4",,"23,8",,,,"69,4","24,8",,,"6,03","5,71","6,13","6,5"
QP073004,0,608.0,,"12,5","6,4","5,7",,,"4,6","17,3","38,2","30,6","9,4",,,"18,1","52,3","20,6","5,8",,,"45,9","40,1",,,,,86,,,,"5,44","4,86","5,35","5,88"
QP074001,0,1080.0,,,,"3,6",,,"4,3","12,3","39,4","30,9","13,1",,"2,5","32,5","45,5","16,5",,,,"59,6","36,9",,,,,"96,5",,,,"5,45","4,91","5,45","5,95"
QP074002,0,503.0,,,,"7,5",,,"39,6",,,"31,2","15,1","39,4",,,"41,4","12,1",,,,"87,1",,"6,6",,,,"60,4",,,,"5,97","5,36","5,56","5,91"
QP074003,0,321.0,,,,"6,3",,,,,"62,9","23,7",,,,,"69,2",,,,,95,,,,,,"82,9",,,,"5,66","5,32","5,59","6,02"
QP074004,0,442.0,,"2,8",,"7,2",,,,"15,6","39,4","34,6",,,,"15,6","70,6",,,,,"61,1","16,1","13,1",,,,"61,1","33,3",,,"5,38","4,62","5,32","6,08"
QP074005,0,272.0,,,,"5,4",,,"19,9","8,1","26,8","36,8","8,5","16,2",,"8,1","52,2","19,5",,,,"70,2",,,,"16,2","7,7","69,1","19,1",,,"6,36","5,74","6,01","6,65"
QP074006,0,634.0,,"2,3",,"7,2",,,,"11,5","31,5","50,3",,,,"10,7","64,2","23,2",,,,"73,8",,,,,,"73,8","20,7",,,"5,79","5,37","5,69","6,07"
QP075001,0,1087.0,,,,4,,,"28,1","23,6","34,4",10,4,"27,6","11,8","50,2",,,,,"38,6","32,1",,,,"18,2",,"70,7",,"19,9",,"6,76","6,02","6,73","7,48"
QP075002,0,742.0,,,,"2,3",,,"9,8","28,8","52,8",,,,"6,1","60,4",29,,,,"83,3","9,2",,,,,,,,,,"5,65","4,8","5,73","6,43"
QP075003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QP075004,0,749.0,,,,"5,7",,,"6,5","18,2","44,7","22,8","7,7",,"6,1","43,1",36,"10,8",,,"33,4","40,3",,,,,"8,3","72,9","10,8",,,"6,72","5,67","6,47","7,27"
QP075005,0,196.0,,,,"5,6",,,,"33,7","40,3","15,3",,,"15,8","56,1","18,4",,,,"63,3",,,,,,,,"63,3",,,"7,7","5,59","6,33","9,08"
QP075006,0,399.0,,,,"4,9",,,"21,6",,"40,1","24,8",,,,"45,4","45,4",,,,,,,,,,,,"60,2",,,"5,46","4,58","5,4","6,46"
QP075007,0,1818.0,,"1,1",,"3,4",,,,29,"56,7","7,4",,"6,8",24,"62,5",,,,,"72,7",,,,,,,"72,7",,,,"6,51","5,8","6,7","7,15"
QP075008,0,1608.0,,"1,4",,7,,,"7,5","23,9","49,9","14,5","4,3","3,6","7,3",55,"27,5","5,2",,,49,"45,8",,,,,,"94,8","3,7",,,"6,44","5,38","6,09","6,84"
QP075009,0,826.0,,,,"4,7",,,"12,5","27,5","58,7",,,"11,3","14,9","68,5",,,,,,,,,,,,"98,7",,,,"6,32","5,58","6,3","6,91"
QP075010,0,5656.0,28.0,1,"0,2","5,6",,,"19,2","20,6","47,1","10,7","2,4","16,7","12,7",43,20,"6,8",,,"48,2","20,3","8,2","9,3","10,3","3,6","0,6","67,6","18,6","12,2","1,1","7,65","6,27","7,09","8,47"
QP075011,0,1917.0,286.0,"0,9",,"6,1",,,"17,5","15,4","30,4","26,5","10,2","14,5",,"15,2","38,7","22,2","5,7",,"1,9","33,5","29,3",7,"4,9","23,5","5,2","26,1","31,6","24,5","12,6","8,52","6,69","7,94","10,01"
QP075012,0,2036.0,,"1,2",,"4,6",,,"26,4","19,4","22,7","23,2","8,3","12,9","13,4","24,3","28,3","17,3",3,"0,8",13,"9,5",3,"47,7","24,1","2,7","4,4","6,4","81,5","6,5","1,1","8,2","7,19","7,84","8,6"
QP075013,0,1740.0,,,,"1,3",,,"16,1","28,8","44,7","8,1","2,3",6,"16,8","55,1","14,6","5,7",,,"86,7",,,,,,,75,,,,"6,91",6,"6,84","7,63"
QP075014,0,4329.0,,"2,6","1,1","6,2",,,"16,4","23,7",28,"26,1","5,8","7,3","7,8","29,9","36,3","17,5",,,"1,9","63,7","5,7","16,6","10,3","1,7",,50,"17,1","19,2",,"7,73","5,98","7,01","8,83"
QP075015,0,4141.0,,2,"0,7",4,,,"18,8","20,9",32,"21,3","7,1","10,2","10,8","33,3","35,3","9,3",,,"16,1",58,"13,4","6,9",,,,"69,9","26,5","2,7",,"6,86","5,62","6,71","7,74"
QP075016,0,3220.0,,"0,8",,"3,4",,,"12,1",35,"36,6","13,7","2,6","7,4","11,6","45,5","30,3","4,5",,,"56,5","6,3","28,7","1,1","3,3",4,,68,"29,7",,"1,4","7,18","6,17","6,93","7,92"
QP075017,0,582.0,,,,"3,8",,,"9,3","19,9","45,9","18,9",6,"3,3","9,3","41,6",39,"4,8",,,"40,4",51,,,,,,"89,3",7,,,"6,11","5,05","6,2","6,76"
QP075018,0,531.0,,,,,,,"17,9","28,4","30,1","19,8","3,8",,"12,2","51,2","27,9","4,1",,,,"83,6",,,,,,"83,6",,"8,7",,"6,59",5,"6,65","7,26"
QP075019,0,8511.0,,"1,1","0,4","2,4",,,"12,2","28,4","39,7","15,6",4,"8,5","10,4","45,2","26,4","8,2",,,"69,5","4,4","17,2","5,3","2,9","0,8","0,2","55,5","35,1","7,8","1,4","7,34","6,23","6,96","8,36"
QP075020,0,5501.0,,"1,8","0,8","3,7",,,"24,5","20,7","26,8","21,2","6,9","9,3","14,3","25,6","29,5","17,9","3,2","0,3","11,3","8,6","41,2","30,2","5,2","3,4","6,9","11,4","55,7","16,2","9,8","7,89","6,44","7,41","8,89"
QP076001,0,585.0,,,,"12,5","88,4","11,6","6,8","14,7",53,"17,9","7,5",,"4,4","15,9","54,5","21,9",,,,,"94,2",,,,,,"57,9",,,"5,22","4,35","5,29","5,91"
QP076002,0,1461.0,,"2,5","2,2",10,"97,5","2,5",,,"41,8","40,4","10,3",,,"16,2","69,7","13,1",,,,"95,1",,,,"2,5",,"95,1","3,3",,,"5,26","4,87","5,2","5,54"
QP076003,0,802.0,,,,"9,8","86,8","13,2",,"15,3","36,8","33,4",,,,"40,3",43,"12,8",,,,82,,,"9,2",,,"82,3",15,,,"5,34","4,96","5,23","5,69"
QP076004,0,712.0,,,,"9,8",94,6,"6,5","14,9","36,8","26,5","15,3",,"6,5","23,6","51,5","16,3",,,,"78,1",18,,,,,"96,1",,,,"4,87","4,72","4,79","5,07"
QP076005,0,3446.0,,"1,6","0,4","8,8","94,5","5,5","2,4","10,9","41,1","34,8","10,8","0,6","2,4","14,5",48,"28,7",5,"0,7",,"72,2","17,5",,"6,4",,,"83,9","14,5",,,"4,91","4,21","4,87","5,48"
QP076006,0,2240.0,,"1,7",,"10,7","98,4","1,6","4,6","16,9","43,5","28,3","6,6","0,8","4,7","27,2",45,"19,8",2,"0,5",10,"30,4","34,3",5,"13,6","6,7",,"31,4","62,9","3,4",,"5,68","5,15","5,56","6,16"
QP076007,0,736.0,,"2,4",,"6,9","86,1","13,9","2,2","11,3","28,7","40,2","17,7",,,"12,5","43,8","32,1","6,5",3,,"49,6","34,1",,,,,"76,6","16,3",,"5,6","5,01","4,06","4,85","5,86"
QP076008,0,681.0,,,,"7,8","96,2","3,8","1,9","9,7","27,6","40,5","20,3",,,"19,2","46,5","27,6",,,,"92,7",,,"3,8",,,"92,7",,,,"4,66","4,21","4,67","4,96"
QP076009,0,997.0,,"1,2",,"8,3",,,"4,5","21,8","35,6","26,8","11,3",,"8,4","26,8","36,4","25,2",,,,"54,6",,,,,,"81,7",,,,"4,81","4,4","4,7","5,22"
QP076010,0,6030.0,,"2,3","1,1","8,4","99,6","0,4","1,5","11,3","36,1","40,1",11,"0,7","2,4","24,3","55,5","14,8","2,1","0,2","1,4","91,5","1,5","3,8","1,4","0,5",,93,"6,1",,,"4,81","4,41","4,82","5,17"
QP076011,0,2705.0,,"3,9",3,"10,6",97,3,"3,4",14,"39,1","37,9","5,5","2,9","5,6","33,9","43,8","12,3",,,,"83,4","10,6",,"2,8","1,9",,"86,1","12,8",,,"5,69","5,23","5,54","5,93"
QP076012,0,848.0,,"1,9",,"10,5","94,6","5,4",,"10,3","38,1","41,3",,,,"24,1","41,7","25,9","5,4",,,"24,5","31,8","39,5",,,,"24,5","52,9",,,"5,52","4,99","5,47","5,92"
QP076013,0,900.0,,,,"9,7",,,"4,9",14,"37,8","35,1","8,2",,"2,6","20,6","54,4","19,2",,,,,,,,,,,,,,"5,16","4,86","5,07","5,35"
QP076014,0,2070.0,,7,"5,2","12,3","98,1","1,9",7,"16,7","38,7","31,7","5,9","1,3","4,9","23,9","49,1","18,3","1,6","0,9","1,2","65,2",18,8,7,"0,6","9,7","19,2","69,9",,,"5,27","4,65","5,02","5,89"
QP076015,0,546.0,,"6,8","4,8","8,7","97,3","2,7",,"17,4","54,4","21,2",,,,"17,6","53,1","23,6",,,,,"84,6",,,,,"59,7",,,,"5,06","4,52","4,98","5,39"
QP076016,0,430.0,,"3,1",,"13,7",,,"6,5","21,4","33,5","25,8","12,8",,,"23,5","35,6","28,1","7,9",,,"34,2","56,5",,,,,"83,5",,,,"5,23","4,68","5,06","5,48"
QP076017,0,801.0,,"4,9","2,3","12,3","97,3","2,7",,"28,1","36,2","31,1",,,,"38,5","48,1","10,9",,,,"51,2",32,,,,,67,"31,2",,,"5,53","4,91","5,57","6,2"
QP076018,0,555.0,,"11,5","9,6","7,4","97,8","2,2","3,1","12,1","49,4","31,7","3,8",,,"40,2","39,5","17,3",,,,,,,,,,,,,,"5,14","4,85","5,04","5,43"
QP076019,0,883.0,,,,11,94,6,"2,8","13,4","51,2","29,7","2,9",,"2,8","20,2","64,6","10,6",,,,"58,8","36,4",,,,,"88,4","6,7",,,"4,94","4,61","4,9","5,25"
QP076020,0,906.0,,"15,5","14,2",13,,,"2,1","21,5","41,7","28,9","5,7",,,"20,1","58,9","19,3",,,,51,,,,,,"82,5","15,5",,,"5,32","4,97","5,32","5,74"
QP076021,0,873.0,,"3,4","1,9","13,7","95,9","4,1","3,9","21,4","44,3","21,9","8,5",,"4,8","48,2",31,"11,8","2,1",,,"49,1",,"14,1","20,3","12,6","9,4","49,1","35,5",,,"6,03","5,65","5,98","6,45"
QP076022,0,4522.0,26.0,"3,8","1,9","10,8","97,8","2,2","2,1","23,1","33,4","29,5",12,,6,"33,1","40,9","15,7","2,7",,,"83,2",,,"12,4",,,"77,5","20,3","1,3",,"5,35","4,93","5,27","5,69"
QP076023,0,1246.0,,"1,3",,"12,5","91,7","8,3",,"24,6","38,1","30,2",,,,"28,3","52,5","14,1","3,6",,,"50,1",,,"27,3",,,"67,6",30,,,"5,57","4,95","5,53","5,96"
QP076024,0,318.0,,,,"10,3","65,4","34,6",,"17,3","22,6","46,5",,,5,"20,1","43,4","27,4",,,,"26,1","23,6","11,9",33,,,,"67,9",,,"5,57","5,15","5,49","5,96"
QP076025,0,452.0,,,,"11,5","75,9","24,1",,,"29,9","42,5",15,,,25,"41,6","30,3",,,,"68,1",,,,,,"68,1","26,3",,,"5,64","5,17","5,63","6,01"
QP076026,0,962.0,,"2,2","1,2",8,"95,8","4,2",,"9,7","47,8","35,2",,,,"22,3","51,8","21,2",,,,"69,9",,,,,,,,,,"4,76","4,22","4,75","5,18"
QP076027,0,543.0,,,,"12,8",,,,"18,8","47,7","27,4",,,,30,"52,5","10,5",,,,"80,8",,,,,,,,,,"4,87","4,4","4,57","5,28"
QP076028,0,1153.0,,,,"9,9","95,1","4,9","6,6","17,2","36,9","30,4","8,9","3,8","3,6","22,1","54,6","14,5",,,"2,8","95,1",,,,,,"97,9",,,,"4,78","4,37","4,71","5,07"
QP077001,0,479.0,,,,"6,7",,,,"27,6","38,4",29,,,,"27,6","67,4",,,,,,,,,,,,,,,"5,52","5,16","5,61","6,05"
